visit,date,treatment,rep_ID,clone,stem,height_mm,eggs,alive1_dead0
28,8/30/2018,CO,4,4,1,0,0,0
28,8/30/2018,CO,5,5,1,0,0,0
28,8/30/2018,CO,6,6,1,525,0,1
28,8/30/2018,CO,6,6,2,636,0,1
28,8/30/2018,CO,7,7,1,0,0,0
28,8/30/2018,CO,8,8,1,NA,NA,NA
28,8/30/2018,CO,8,8,2,0,0,0
28,8/30/2018,CO,8,8,3,656,0,1
28,8/30/2018,CO,8,8,4,573,0,1
28,8/30/2018,CO,9,9,1,0,0,0
28,8/30/2018,CO,9,9,2,0,0,0
28,8/30/2018,CO,10,10,1,0,0,0
28,8/30/2018,CO,10,10,2,0,0,0
28,8/30/2018,CO,11,11,1,458,0,1
28,8/30/2018,CO,11,11,2,0,0,0
28,8/30/2018,CO,11,11,3,660,0,1
28,8/30/2018,CO,11,11,4,0,0,0
28,8/30/2018,CO,11,11,5,558,0,1
28,8/30/2018,CO,12,12,1,810,0,1
28,8/30/2018,CO,12,12,2,477,0,1
28,8/30/2018,CO,12,12,3,520,0,1
28,8/30/2018,CO,13,13,1,NA,NA,NA
28,8/30/2018,CO,13,13,2,645,0,1
28,8/30/2018,CO,13,13,3,647,0,1
28,8/30/2018,CO,13,13,4,700,0,1
28,8/30/2018,CO,13,13,5,650,0,1
28,8/30/2018,CO,14,14,1,705,0,1
28,8/30/2018,CO,15,15,1,720,0,1
28,8/30/2018,CO,15,15,2,0,0,0
28,8/30/2018,CO,16,16,1,650,0,1
28,8/30/2018,CO,16,16,2,505,0,1
28,8/30/2018,CO,17,17,1,0,0,0
28,8/30/2018,CO,17,17,2,770,0,1
28,8/30/2018,CO,17,17,3,695,0,1
28,8/30/2018,CO,18,18,1,585,0,1
28,8/30/2018,CO,18,18,2,0,0,0
28,8/30/2018,CO,18,18,3,0,0,0
28,8/30/2018,CO,19,19,1,0,0,0
28,8/30/2018,CO,19,19,2,650,0,1
28,8/30/2018,CO,20,20,1,510,0,1
28,8/30/2018,CO,20,20,2,0,0,0
29,9/2/2018,CO,1,1,1,621,0,1
29,9/2/2018,CO,1,1,2,513,0,1
29,9/2/2018,CO,2,2,1,0,0,0
29,9/2/2018,CO,3,3,1,640,0,1
29,9/2/2018,CO,3,3,2,565,0,1
29,9/2/2018,CO,4,4,1,0,0,0
29,9/2/2018,CO,5,5,1,0,0,0
29,9/2/2018,CO,6,6,1,600,0,1
29,9/2/2018,CO,6,6,2,702,0,1
29,9/2/2018,CO,7,7,1,0,0,0
29,9/2/2018,CO,8,8,1,NA,NA,NA
29,9/2/2018,CO,8,8,2,0,0,0
29,9/2/2018,CO,8,8,3,650,0,1
29,9/2/2018,CO,8,8,4,582,0,1
29,9/2/2018,CO,9,9,1,0,0,0
29,9/2/2018,CO,9,9,2,0,0,0
29,9/2/2018,CO,10,10,1,0,0,0
29,9/2/2018,CO,10,10,2,0,0,0
29,9/2/2018,CO,11,11,1,448,0,1
29,9/2/2018,CO,11,11,2,0,0,0
29,9/2/2018,CO,11,11,3,659,0,1
29,9/2/2018,CO,11,11,4,0,0,0
29,9/2/2018,CO,11,11,5,631,0,1
29,9/2/2018,CO,12,12,1,720,0,1
29,9/2/2018,CO,12,12,2,477,0,1
29,9/2/2018,CO,12,12,3,515,0,1
29,9/2/2018,CO,13,13,1,NA,NA,NA
29,9/2/2018,CO,13,13,2,655,0,1
29,9/2/2018,CO,13,13,3,713,0,1
29,9/2/2018,CO,13,13,4,696,0,1
29,9/2/2018,CO,13,13,5,701,0,1
29,9/2/2018,CO,14,14,1,700,0,1
29,9/2/2018,CO,15,15,1,715,0,1
29,9/2/2018,CO,15,15,2,0,0,0
29,9/2/2018,CO,16,16,1,587,0,1
29,9/2/2018,CO,16,16,2,650,0,1
29,9/2/2018,CO,17,17,1,0,0,0
29,9/2/2018,CO,17,17,2,676,0,1
29,9/2/2018,CO,17,17,3,695,0,1
29,9/2/2018,CO,18,18,1,592,0,1
29,9/2/2018,CO,18,18,2,0,0,0
29,9/2/2018,CO,18,18,3,0,0,0
29,9/2/2018,CO,19,19,1,0,0,0
29,9/2/2018,CO,19,19,2,646,0,1
29,9/2/2018,CO,20,20,1,416,0,1
29,9/2/2018,CO,20,20,2,0,0,0
30,9/6/2018,CO,1,1,1,630,0,1
30,9/6/2018,CO,1,1,2,523,0,1
30,9/6/2018,CO,2,2,1,0,0,0
30,9/6/2018,CO,3,3,1,600,0,1
30,9/6/2018,CO,3,3,2,520,0,1
30,9/6/2018,CO,4,4,1,0,0,0
30,9/6/2018,CO,5,5,1,0,0,0
30,9/6/2018,CO,6,6,1,0,0,0
30,9/6/2018,CO,6,6,2,0,0,0
30,9/6/2018,CO,7,7,1,0,0,0
30,9/6/2018,CO,8,8,1,NA,NA,NA
30,9/6/2018,CO,8,8,2,0,0,0
30,9/6/2018,CO,8,8,3,0,0,0
30,9/6/2018,CO,8,8,4,0,0,0
30,9/6/2018,CO,9,9,1,0,0,0
30,9/6/2018,CO,9,9,2,0,0,0
30,9/6/2018,CO,10,10,1,0,0,0
30,9/6/2018,CO,10,10,2,0,0,0
30,9/6/2018,CO,11,11,1,0,0,0
30,9/6/2018,CO,11,11,2,0,0,0
30,9/6/2018,CO,11,11,3,0,0,0
30,9/6/2018,CO,11,11,4,0,0,0
30,9/6/2018,CO,11,11,5,0,0,0
30,9/6/2018,CO,12,12,1,710,0,1
30,9/6/2018,CO,12,12,2,0,0,0
30,9/6/2018,CO,12,12,3,0,0,0
30,9/6/2018,CO,13,13,1,NA,NA,NA
30,9/6/2018,CO,13,13,2,0,0,0
30,9/6/2018,CO,13,13,3,0,0,0
30,9/6/2018,CO,13,13,4,0,0,0
30,9/6/2018,CO,13,13,5,0,0,0
30,9/6/2018,CO,14,14,1,620,0,1
30,9/6/2018,CO,15,15,1,662,0,0
30,9/6/2018,CO,15,15,2,0,0,0
30,9/6/2018,CO,16,16,1,650,0,0
30,9/6/2018,CO,16,16,2,490,0,0
30,9/6/2018,CO,17,17,1,0,0,0
30,9/6/2018,CO,17,17,2,660,0,0
30,9/6/2018,CO,17,17,3,670,0,0
30,9/6/2018,CO,18,18,1,570,0,0
30,9/6/2018,CO,18,18,2,0,0,0
30,9/6/2018,CO,18,18,3,0,0,0
30,9/6/2018,CO,19,19,1,0,0,0
30,9/6/2018,CO,19,19,2,650,0,1
30,9/6/2018,CO,20,20,1,420,0,0
30,9/6/2018,CO,20,20,2,0,0,0
31,9/9/2018,CO,1,1,1,625,0,1
31,9/9/2018,CO,1,1,2,521,0,1
31,9/9/2018,CO,2,2,1,0,0,0
31,9/9/2018,CO,3,3,1,600,0,1
31,9/9/2018,CO,3,3,2,507,0,1
31,9/9/2018,CO,4,4,1,0,0,0
31,9/9/2018,CO,5,5,1,0,0,0
31,9/9/2018,CO,6,6,1,0,0,0
31,9/9/2018,CO,6,6,2,0,0,0
31,9/9/2018,CO,7,7,1,0,0,0
31,9/9/2018,CO,8,8,1,NA,NA,NA
31,9/9/2018,CO,8,8,2,0,0,0
31,9/9/2018,CO,8,8,3,0,0,0
31,9/9/2018,CO,8,8,4,0,0,0
31,9/9/2018,CO,9,9,1,0,0,0
31,9/9/2018,CO,9,9,2,0,0,0
31,9/9/2018,CO,10,10,1,0,0,0
31,9/9/2018,CO,10,10,2,0,0,0
31,9/9/2018,CO,11,11,1,0,0,0
31,9/9/2018,CO,11,11,2,0,0,0
31,9/9/2018,CO,11,11,3,0,0,0
31,9/9/2018,CO,11,11,4,0,0,0
31,9/9/2018,CO,11,11,5,0,0,0
31,9/9/2018,CO,12,12,1,709,0,1
31,9/9/2018,CO,12,12,2,0,0,0
31,9/9/2018,CO,12,12,3,0,0,0
31,9/9/2018,CO,13,13,1,NA,NA,NA
31,9/9/2018,CO,13,13,2,0,0,0
31,9/9/2018,CO,13,13,3,0,0,0
31,9/9/2018,CO,13,13,4,0,0,0
31,9/9/2018,CO,13,13,5,0,0,0
31,9/9/2018,CO,14,14,1,650,0,1
31,9/9/2018,CO,15,15,1,660,0,0
31,9/9/2018,CO,15,15,2,0,0,0
31,9/9/2018,CO,16,16,1,656,0,0
31,9/9/2018,CO,16,16,2,490,0,0
31,9/9/2018,CO,17,17,1,0,0,0
31,9/9/2018,CO,17,17,2,665,0,0
31,9/9/2018,CO,17,17,3,680,0,0
31,9/9/2018,CO,18,18,1,581,0,0
31,9/9/2018,CO,18,18,2,0,0,0
31,9/9/2018,CO,18,18,3,0,0,0
31,9/9/2018,CO,19,19,1,0,0,0
31,9/9/2018,CO,19,19,2,546,0,1
31,9/9/2018,CO,20,20,1,412,0,0
31,9/9/2018,CO,20,20,2,0,0,0
32,9/13/2018,CO,1,1,1,0,0,0
32,9/13/2018,CO,1,1,2,0,0,0
32,9/13/2018,CO,2,2,1,0,0,0
32,9/13/2018,CO,3,3,1,0,0,0
32,9/13/2018,CO,3,3,2,0,0,0
32,9/13/2018,CO,4,4,1,0,0,0
32,9/13/2018,CO,5,5,1,0,0,0
32,9/13/2018,CO,6,6,1,0,0,0
32,9/13/2018,CO,6,6,2,0,0,0
32,9/13/2018,CO,7,7,1,0,0,0
32,9/13/2018,CO,8,8,1,NA,NA,NA
32,9/13/2018,CO,8,8,2,0,0,0
32,9/13/2018,CO,8,8,3,0,0,0
32,9/13/2018,CO,8,8,4,0,0,0
32,9/13/2018,CO,9,9,1,0,0,0
32,9/13/2018,CO,9,9,2,0,0,0
32,9/13/2018,CO,10,10,1,0,0,0
32,9/13/2018,CO,10,10,2,0,0,0
32,9/13/2018,CO,11,11,1,0,0,0
32,9/13/2018,CO,11,11,2,0,0,0
32,9/13/2018,CO,11,11,3,0,0,0
32,9/13/2018,CO,11,11,4,0,0,0
32,9/13/2018,CO,11,11,5,0,0,0
32,9/13/2018,CO,12,12,1,0,0,0
32,9/13/2018,CO,12,12,2,0,0,0
32,9/13/2018,CO,12,12,3,0,0,0
32,9/13/2018,CO,13,13,1,NA,NA,NA
32,9/13/2018,CO,13,13,2,0,0,0
32,9/13/2018,CO,13,13,3,0,0,0
32,9/13/2018,CO,13,13,4,0,0,0
32,9/13/2018,CO,13,13,5,0,0,0
32,9/13/2018,CO,14,14,1,0,0,0
32,9/13/2018,CO,15,15,1,0,0,0
32,9/13/2018,CO,15,15,2,0,0,0
32,9/13/2018,CO,16,16,1,0,0,0
32,9/13/2018,CO,16,16,2,0,0,0
32,9/13/2018,CO,17,17,1,0,0,0
32,9/13/2018,CO,17,17,2,0,0,0
32,9/13/2018,CO,17,17,3,0,0,0
32,9/13/2018,CO,18,18,1,0,0,0
32,9/13/2018,CO,18,18,2,0,0,0
32,9/13/2018,CO,18,18,3,0,0,0
32,9/13/2018,CO,19,19,1,0,0,0
32,9/13/2018,CO,19,19,2,570,0,1
32,9/13/2018,CO,20,20,1,0,0,0
32,9/13/2018,CO,20,20,2,0,0,0
33,9/16/2018,CO,1,1,1,0,0,0
33,9/16/2018,CO,1,1,2,0,0,0
33,9/16/2018,CO,2,2,1,0,0,0
33,9/16/2018,CO,3,3,1,0,0,0
33,9/16/2018,CO,3,3,2,0,0,0
33,9/16/2018,CO,4,4,1,0,0,0
33,9/16/2018,CO,5,5,1,0,0,0
33,9/16/2018,CO,6,6,1,0,0,0
33,9/16/2018,CO,6,6,2,0,0,0
33,9/16/2018,CO,7,7,1,0,0,0
33,9/16/2018,CO,8,8,1,NA,NA,NA
33,9/16/2018,CO,8,8,2,0,0,0
33,9/16/2018,CO,8,8,3,0,0,0
33,9/16/2018,CO,8,8,4,0,0,0
33,9/16/2018,CO,9,9,1,0,0,0
33,9/16/2018,CO,9,9,2,0,0,0
33,9/16/2018,CO,10,10,1,0,0,0
33,9/16/2018,CO,10,10,2,0,0,0
33,9/16/2018,CO,11,11,1,0,0,0
33,9/16/2018,CO,11,11,2,0,0,0
33,9/16/2018,CO,11,11,3,0,0,0
33,9/16/2018,CO,11,11,4,0,0,0
33,9/16/2018,CO,11,11,5,0,0,0
33,9/16/2018,CO,12,12,1,0,0,0
33,9/16/2018,CO,12,12,2,0,0,0
33,9/16/2018,CO,12,12,3,0,0,0
33,9/16/2018,CO,13,13,1,NA,NA,NA
33,9/16/2018,CO,13,13,2,0,0,0
33,9/16/2018,CO,13,13,3,0,0,0
33,9/16/2018,CO,13,13,4,0,0,0
33,9/16/2018,CO,13,13,5,0,0,0
33,9/16/2018,CO,14,14,1,0,0,0
33,9/16/2018,CO,15,15,1,0,0,0
33,9/16/2018,CO,15,15,2,0,0,0
33,9/16/2018,CO,16,16,1,0,0,0
33,9/16/2018,CO,16,16,2,0,0,0
33,9/16/2018,CO,17,17,1,0,0,0
33,9/16/2018,CO,17,17,2,0,0,0
33,9/16/2018,CO,17,17,3,0,0,0
33,9/16/2018,CO,18,18,1,0,0,0
33,9/16/2018,CO,18,18,2,0,0,0
33,9/16/2018,CO,18,18,3,0,0,0
33,9/16/2018,CO,19,19,1,0,0,0
33,9/16/2018,CO,19,19,2,650,0,1
33,9/16/2018,CO,20,20,1,0,0,0
33,9/16/2018,CO,20,20,2,0,0,0
3,6/3/2018,EX,21,1,1,280,0,1
3,6/3/2018,EX,21,1,2,185,0,1
3,6/3/2018,EX,22,2,1,112,0,1
3,6/3/2018,EX,22,2,2,529,0,1
3,6/3/2018,EX,23,3,1,265,0,1
3,6/3/2018,EX,24,4,1,372,0,1
3,6/3/2018,EX,25,5,1,246,0,1
3,6/3/2018,EX,25,5,2,180,0,1
3,6/3/2018,EX,26,6,1,220,0,1
3,6/3/2018,EX,26,6,2,188,0,1
3,6/3/2018,EX,27,7,1,169,0,1
3,6/3/2018,EX,28,8,1,185,0,1
3,6/3/2018,EX,28,8,2,198,0,1
3,6/3/2018,EX,28,8,3,260,0,1
3,6/3/2018,EX,29,9,1,88,0,0
3,6/3/2018,EX,29,9,2,645,0,1
3,6/3/2018,EX,29,9,3,92,0,0
3,6/3/2018,EX,29,9,4,81,0,1
3,6/3/2018,EX,30,10,1,76,0,0
3,6/3/2018,EX,30,10,2,348,0,1
3,6/3/2018,EX,30,10,3,331,0,1
3,6/3/2018,EX,30,10,4,81,0,0
3,6/3/2018,EX,30,10,5,298,0,1
3,6/3/2018,EX,31,11,1,95,0,1
3,6/3/2018,EX,31,11,2,60,0,0
3,6/3/2018,EX,32,12,1,80,0,1
3,6/3/2018,EX,32,12,2,60,0,0
3,6/3/2018,EX,32,12,3,262,0,1
3,6/3/2018,EX,32,12,4,463,0,1
3,6/3/2018,EX,33,13,1,247,0,1
3,6/3/2018,EX,33,13,2,242,0,1
3,6/3/2018,EX,34,14,1,298,0,1
3,6/3/2018,EX,35,15,1,502,0,1
3,6/3/2018,EX,35,15,2,400,0,1
3,6/3/2018,EX,36,16,1,209,0,1
3,6/3/2018,EX,37,17,1,371,0,1
3,6/3/2018,EX,37,17,2,187,0,1
3,6/3/2018,EX,38,18,1,53,0,0
3,6/3/2018,EX,39,19,1,279,0,1
3,6/3/2018,EX,39,19,2,373,0,1
3,6/3/2018,EX,39,19,3,108,0,1
3,6/3/2018,EX,40,20,1,142,0,1
4,6/6/2018,EX,21,1,1,276,0,1
4,6/6/2018,EX,21,1,2,225,0,1
4,6/6/2018,EX,22,2,1,221,0,1
4,6/6/2018,EX,22,2,2,570,0,1
4,6/6/2018,EX,23,3,1,266,0,1
4,6/6/2018,EX,24,4,1,396,0,1
4,6/6/2018,EX,25,5,1,239,0,1
4,6/6/2018,EX,25,5,2,177,0,1
4,6/6/2018,EX,26,6,1,214,0,1
4,6/6/2018,EX,26,6,2,185,0,1
4,6/6/2018,EX,27,7,1,68,0,1
4,6/6/2018,EX,28,8,1,95,0,1
4,6/6/2018,EX,28,8,2,95,0,1
4,6/6/2018,EX,28,8,3,267,0,1
4,6/6/2018,EX,29,9,1,70,0,0
4,6/6/2018,EX,29,9,2,709,0,1
4,6/6/2018,EX,29,9,3,88,0,0
4,6/6/2018,EX,29,9,4,85,0,0
4,6/6/2018,EX,30,10,1,80,0,0
4,6/6/2018,EX,30,10,2,402,0,1
4,6/6/2018,EX,30,10,3,426,0,1
4,6/6/2018,EX,30,10,4,91,0,0
4,6/6/2018,EX,30,10,5,320,0,1
4,6/6/2018,EX,31,11,1,96,0,1
4,6/6/2018,EX,31,11,2,52,0,0
4,6/6/2018,EX,32,12,1,90,0,1
4,6/6/2018,EX,32,12,2,50,0,0
4,6/6/2018,EX,32,12,3,127,0,1
4,6/6/2018,EX,32,12,4,478,0,1
4,6/6/2018,EX,33,13,1,334,0,1
4,6/6/2018,EX,33,13,2,370,0,1
4,6/6/2018,EX,34,14,1,310,0,1
4,6/6/2018,EX,35,15,1,107,0,0
4,6/6/2018,EX,35,15,2,443,0,1
4,6/6/2018,EX,36,16,1,205,0,1
4,6/6/2018,EX,37,17,1,415,0,1
4,6/6/2018,EX,37,17,2,95,0,1
4,6/6/2018,EX,38,18,1,45,0,0
4,6/6/2018,EX,39,19,1,403,0,1
4,6/6/2018,EX,39,19,2,404,0,1
4,6/6/2018,EX,39,19,3,108,0,1
4,6/6/2018,EX,40,20,1,146,0,1
5,6/10/2018,EX,21,1,1,323,0,1
5,6/10/2018,EX,21,1,2,305,0,1
5,6/10/2018,EX,22,2,1,121,0,1
5,6/10/2018,EX,22,2,2,624,0,1
5,6/10/2018,EX,23,3,1,312,0,1
5,6/10/2018,EX,24,4,1,389,0,1
5,6/10/2018,EX,25,5,1,304,0,1
5,6/10/2018,EX,25,5,2,219,0,1
5,6/10/2018,EX,26,6,1,314,0,1
5,6/10/2018,EX,26,6,2,224,0,1
5,6/10/2018,EX,27,7,1,209,0,1
5,6/10/2018,EX,28,8,1,216,0,1
5,6/10/2018,EX,28,8,2,222,0,1
5,6/10/2018,EX,28,8,3,308,0,1
5,6/10/2018,EX,29,9,1,93,0,0
5,6/10/2018,EX,29,9,2,738,0,1
5,6/10/2018,EX,29,9,3,96,0,0
5,6/10/2018,EX,29,9,4,106,0,0
5,6/10/2018,EX,30,10,1,0,0,0
5,6/10/2018,EX,30,10,2,461,0,1
5,6/10/2018,EX,30,10,3,482,0,1
5,6/10/2018,EX,30,10,4,81,0,0
5,6/10/2018,EX,30,10,5,216,0,1
5,6/10/2018,EX,31,11,1,95,0,1
5,6/10/2018,EX,31,11,2,65,0,0
5,6/10/2018,EX,32,12,1,86,0,1
5,6/10/2018,EX,32,12,2,71,0,0
5,6/10/2018,EX,32,12,3,130,0,1
5,6/10/2018,EX,32,12,4,519,0,1
5,6/10/2018,EX,33,13,1,395,0,1
5,6/10/2018,EX,33,13,2,440,0,1
5,6/10/2018,EX,34,14,1,395,0,1
5,6/10/2018,EX,35,15,1,120,0,0
5,6/10/2018,EX,35,15,2,479,0,1
5,6/10/2018,EX,36,16,1,296,0,1
5,6/10/2018,EX,37,17,1,446,0,1
5,6/10/2018,EX,37,17,2,185,0,1
5,6/10/2018,EX,38,18,1,54,0,0
5,6/10/2018,EX,39,19,1,490,0,1
5,6/10/2018,EX,39,19,2,437,0,1
5,6/10/2018,EX,39,19,3,514,0,1
5,6/10/2018,EX,40,20,1,150,0,1
6,6/13/2018,EX,21,1,1,370,0,1
6,6/13/2018,EX,21,1,2,347,0,1
6,6/13/2018,EX,22,2,1,122,0,1
6,6/13/2018,EX,22,2,2,630,0,1
6,6/13/2018,EX,23,3,1,310,0,1
6,6/13/2018,EX,24,4,1,400,0,1
6,6/13/2018,EX,25,5,1,276,0,1
6,6/13/2018,EX,25,5,2,357,0,1
6,6/13/2018,EX,26,6,1,343,0,1
6,6/13/2018,EX,26,6,2,240,0,1
6,6/13/2018,EX,27,7,1,220,0,1
6,6/13/2018,EX,28,8,1,450,1,1
6,6/13/2018,EX,28,8,2,308,0,1
6,6/13/2018,EX,28,8,3,303,0,1
6,6/13/2018,EX,29,9,1,87,0,0
6,6/13/2018,EX,29,9,2,793,0,1
6,6/13/2018,EX,29,9,3,73,0,0
6,6/13/2018,EX,29,9,4,0,0,0
6,6/13/2018,EX,30,10,1,0,0,0
6,6/13/2018,EX,30,10,2,495,0,1
6,6/13/2018,EX,30,10,3,510,0,1
6,6/13/2018,EX,30,10,4,92,0,0
6,6/13/2018,EX,30,10,5,355,0,1
6,6/13/2018,EX,31,11,1,97,0,1
6,6/13/2018,EX,31,11,2,120,0,0
6,6/13/2018,EX,32,12,1,90,0,1
6,6/13/2018,EX,32,12,2,0,0,0
6,6/13/2018,EX,32,12,3,121,0,1
6,6/13/2018,EX,32,12,4,541,0,1
6,6/13/2018,EX,33,13,1,415,0,1
6,6/13/2018,EX,33,13,2,463,0,1
6,6/13/2018,EX,34,14,1,432,0,1
6,6/13/2018,EX,35,15,1,98,0,0
6,6/13/2018,EX,35,15,2,505,0,1
6,6/13/2018,EX,36,16,1,340,0,1
6,6/13/2018,EX,37,17,1,456,0,1
6,6/13/2018,EX,37,17,2,160,0,1
6,6/13/2018,EX,38,18,1,50,0,0
6,6/13/2018,EX,39,19,1,529,0,1
6,6/13/2018,EX,39,19,2,460,0,1
6,6/13/2018,EX,39,19,3,130,0,1
6,6/13/2018,EX,40,20,1,55,0,1
7,6/16/2018,EX,21,1,1,410,0,1
7,6/16/2018,EX,21,1,2,352,0,1
7,6/16/2018,EX,22,2,1,118,0,1
7,6/16/2018,EX,22,2,2,645,0,1
7,6/16/2018,EX,23,3,1,315,0,1
7,6/16/2018,EX,24,4,1,403,0,1
7,6/16/2018,EX,25,5,1,395,0,1
7,6/16/2018,EX,25,5,2,298,0,1
7,6/16/2018,EX,26,6,1,370,0,1
7,6/16/2018,EX,26,6,2,250,0,1
7,6/16/2018,EX,27,7,1,248,0,1
7,6/16/2018,EX,28,8,1,230,0,1
7,6/16/2018,EX,28,8,2,215,0,1
7,6/16/2018,EX,28,8,3,295,0,1
7,6/16/2018,EX,29,9,1,0,0,0
7,6/16/2018,EX,29,9,2,794,0,1
7,6/16/2018,EX,29,9,3,0,0,0
7,6/16/2018,EX,29,9,4,0,0,0
7,6/16/2018,EX,30,10,1,0,0,0
7,6/16/2018,EX,30,10,2,490,1,1
7,6/16/2018,EX,30,10,3,512,0,1
7,6/16/2018,EX,30,10,4,0,0,0
7,6/16/2018,EX,30,10,5,325,0,1
7,6/16/2018,EX,31,11,1,96,0,1
7,6/16/2018,EX,31,11,2,0,0,0
7,6/16/2018,EX,32,12,1,85,0,1
7,6/16/2018,EX,32,12,2,0,0,0
7,6/16/2018,EX,32,12,3,130,0,1
7,6/16/2018,EX,32,12,4,562,0,1
7,6/16/2018,EX,33,13,1,435,0,1
7,6/16/2018,EX,33,13,2,482,0,1
7,6/16/2018,EX,34,14,1,451,0,1
7,6/16/2018,EX,35,15,1,0,0,0
7,6/16/2018,EX,35,15,2,525,0,1
7,6/16/2018,EX,36,16,1,355,0,1
7,6/16/2018,EX,37,17,1,464,0,1
7,6/16/2018,EX,37,17,2,201,0,1
7,6/16/2018,EX,38,18,1,0,0,0
7,6/16/2018,EX,39,19,1,561,0,1
7,6/16/2018,EX,39,19,2,457,0,1
7,6/16/2018,EX,39,19,3,105,0,1
7,6/16/2018,EX,40,20,1,55,0,1
8,6/20/2018,EX,21,1,1,452,1,1
8,6/20/2018,EX,21,1,2,304,0,1
8,6/20/2018,EX,22,2,1,35,0,1
8,6/20/2018,EX,22,2,2,663,0,1
8,6/20/2018,EX,23,3,1,300,0,1
8,6/20/2018,EX,24,4,1,402,0,1
8,6/20/2018,EX,25,5,1,443,0,1
8,6/20/2018,EX,25,5,2,342,0,1
8,6/20/2018,EX,26,6,1,382,0,1
8,6/20/2018,EX,26,6,2,260,0,1
8,6/20/2018,EX,27,7,1,250,0,1
8,6/20/2018,EX,28,8,1,260,0,1
8,6/20/2018,EX,28,8,2,250,0,1
8,6/20/2018,EX,28,8,3,305,0,1
8,6/20/2018,EX,29,9,1,0,0,0
8,6/20/2018,EX,29,9,2,810,0,1
8,6/20/2018,EX,29,9,3,0,0,0
8,6/20/2018,EX,29,9,4,0,0,0
8,6/20/2018,EX,30,10,1,0,0,0
8,6/20/2018,EX,30,10,2,518,0,1
8,6/20/2018,EX,30,10,3,563,0,1
8,6/20/2018,EX,30,10,4,0,0,0
8,6/20/2018,EX,30,10,5,330,0,1
8,6/20/2018,EX,31,11,1,95,0,1
8,6/20/2018,EX,31,11,2,0,0,0
8,6/20/2018,EX,32,12,1,86,0,1
8,6/20/2018,EX,32,12,2,0,0,0
8,6/20/2018,EX,32,12,3,132,0,1
8,6/20/2018,EX,32,12,4,592,0,1
8,6/20/2018,EX,33,13,1,448,0,1
8,6/20/2018,EX,33,13,2,512,0,1
8,6/20/2018,EX,34,14,1,452,0,1
8,6/20/2018,EX,35,15,1,0,0,0
8,6/20/2018,EX,35,15,2,547,0,1
8,6/20/2018,EX,36,16,1,391,0,1
8,6/20/2018,EX,37,17,1,468,0,1
8,6/20/2018,EX,37,17,2,200,0,1
8,6/20/2018,EX,38,18,1,0,0,0
8,6/20/2018,EX,39,19,1,608,0,1
8,6/20/2018,EX,39,19,2,450,0,1
8,6/20/2018,EX,39,19,3,584,0,1
8,6/20/2018,EX,40,20,1,157,0,1
9,6/23/2018,EX,21,1,1,460,1,1
9,6/23/2018,EX,21,1,2,305,0,1
9,6/23/2018,EX,22,2,1,0,0,0
9,6/23/2018,EX,22,2,2,675,0,1
9,6/23/2018,EX,23,3,1,303,0,1
9,6/23/2018,EX,24,4,1,399,0,1
9,6/23/2018,EX,25,5,1,460,0,1
9,6/23/2018,EX,25,5,2,246,0,1
9,6/23/2018,EX,26,6,1,383,0,1
9,6/23/2018,EX,26,6,2,268,0,1
9,6/23/2018,EX,27,7,1,254,0,1
9,6/23/2018,EX,28,8,1,262,0,1
9,6/23/2018,EX,28,8,2,290,0,1
9,6/23/2018,EX,28,8,3,311,0,1
9,6/23/2018,EX,29,9,1,0,0,0
9,6/23/2018,EX,29,9,2,812,0,1
9,6/23/2018,EX,29,9,3,0,0,0
9,6/23/2018,EX,29,9,4,0,0,0
9,6/23/2018,EX,30,10,1,0,0,0
9,6/23/2018,EX,30,10,2,510,0,1
9,6/23/2018,EX,30,10,3,558,0,1
9,6/23/2018,EX,30,10,4,0,0,0
9,6/23/2018,EX,30,10,5,330,0,1
9,6/23/2018,EX,31,11,1,96,0,1
9,6/23/2018,EX,31,11,2,0,0,0
9,6/23/2018,EX,32,12,1,68,0,0
9,6/23/2018,EX,32,12,2,0,0,0
9,6/23/2018,EX,32,12,3,123,0,1
9,6/23/2018,EX,32,12,4,542,0,1
9,6/23/2018,EX,33,13,1,454,0,1
9,6/23/2018,EX,33,13,2,481,0,1
9,6/23/2018,EX,34,14,1,449,0,1
9,6/23/2018,EX,35,15,1,0,0,0
9,6/23/2018,EX,35,15,2,562,0,1
9,6/23/2018,EX,36,16,1,379,0,1
9,6/23/2018,EX,37,17,1,462,0,1
9,6/23/2018,EX,37,17,2,189,0,1
9,6/23/2018,EX,38,18,1,0,0,0
9,6/23/2018,EX,39,19,1,610,0,1
9,6/23/2018,EX,39,19,2,465,0,1
9,6/23/2018,EX,39,19,3,600,0,1
9,6/23/2018,EX,40,20,1,157,0,1
10,6/27/2018,EX,21,1,1,500,0,1
10,6/27/2018,EX,21,1,2,303,0,1
10,6/27/2018,EX,22,2,1,0,0,0
10,6/27/2018,EX,22,2,2,704,0,1
10,6/27/2018,EX,23,3,1,305,0,1
10,6/27/2018,EX,24,4,1,410,0,1
10,6/27/2018,EX,25,5,1,475,0,1
10,6/27/2018,EX,25,5,2,243,0,1
10,6/27/2018,EX,26,6,1,388,0,1
10,6/27/2018,EX,26,6,2,268,0,1
10,6/27/2018,EX,27,7,1,253,0,1
10,6/27/2018,EX,28,8,1,265,0,1
10,6/27/2018,EX,28,8,2,313,0,1
10,6/27/2018,EX,28,8,3,310,0,1
10,6/27/2018,EX,29,9,1,0,0,0
